id, consumer_id, product_id, amount
4185, 6856, 457, 6
4222, 6856, 831, 1
4259, 6856, 1555, 4
4296, 21126, 353, 7
4309, 21126, 91, 0
4338, 21126, 78, 7
4363, 21126, 666, 9
4390, 21126, 1315, 1
4399, 21126, 289, 7
4407, 3452, 1266, 8
4411, 3452, 385, 0
4435, 157, 1474, 8
4482, 157, 289, 5
4487, 157, 1507, 4
4495, 157, 1636, 3
4534, 13779, 597, 3
4579, 13779, 1359, 9
4622, 6171, 1210, 0
4635, 6171, 1377, 5
4636, 6171, 1555, 0
4651, 6171, 289, 6
4685, 11064, 1233, 2
4729, 11064, 1555, 7
4759, 11064, 710, 1
4769, 11064, 666, 2
4769, 24168, 848, 9
4791, 24168, 78, 0
4822, 18430, 477, 8
4839, 18430, 1507, 2
4866, 18430, 786, 5
4884, 18430, 992, 3
4923, 18430, 428, 8
4961, 18430, 1108, 7
4974, 18430, 1398, 8
4997, 17728, 556, 9
5024, 17728, 1507, 0
5058, 17728, 217, 0
5068, 17728, 1636, 0
5081, 17728, 1055, 6
5127, 17728, 749, 4
5151, 17728, 556, 4
5183, 4033, 91, 1
5194, 4033, 597, 9
5235, 4033, 1555, 8
5265, 4033, 1055, 2
5304, 4033, 457, 4
5309, 4033, 1055, 0
5349, 4227, 307, 5
5364, 4227, 124, 8
5398, 4227, 650, 5
5422, 4227, 1567, 4
5437, 4227, 244, 4
5455, 4227, 1266, 9
5476, 4227, 831, 6
5481, 5068, 650, 3
5527, 5068, 78, 4
5553, 5068, 258, 8
5562, 5068, 1516, 6
5562, 24611, 223, 6
5564, 24611, 888, 9
5599, 24611, 1398, 6
5608, 24611, 848, 6
5611, 24611, 1647, 6
5653, 24611, 749, 5
5659, 24611, 477, 0
5703, 7613, 1233, 3
5751, 7613, 1359, 8
5790, 7613, 307, 9
5798, 23893, 831, 9
5816, 23893, 1315, 0
5847, 5184, 1377, 6
5868, 5184, 1210, 4
5907, 5184, 301, 6
5919, 9862, 1233, 4
5957, 9862, 1474, 5
5968, 4007, 650, 3
5986, 20357, 1474, 9
6013, 20357, 457, 7
6057, 20357, 786, 8
6083, 20357, 1262, 7
6094, 20357, 457, 8
6122, 20357, 848, 7
6146, 15565, 1315, 3
6184, 15565, 521, 3
6196, 15565, 1647, 7
6205, 15565, 408, 2
6232, 15565, 749, 7
6264, 15565, 710, 6
6274, 15552, 786, 8
6294, 15552, 408, 7
6314, 15552, 1562, 5
6315, 15552, 408, 6
6332, 15552, 1210, 7
6344, 15552, 1377, 3
6384, 15552, 457, 7
6433, 10481, 477, 6
6436, 10481, 1636, 9
6483, 2273, 617, 8
6518, 2273, 1377, 3
6547, 2273, 556, 3
6587, 2273, 289, 2
6597, 2273, 556, 3
6605, 2273, 1210, 5
6620, 2273, 1507, 3
6661, 22894, 1359, 8
6686, 22894, 307, 4
6706, 22894, 258, 2
6720, 22894, 1562, 6
6753, 12062, 1315, 9
6753, 12062, 291, 8
6765, 12062, 910, 2
6774, 12062, 1426, 6
6811, 7490, 617, 3
6844, 7490, 556, 9
6885, 7490, 831, 4
6924, 7490, 289, 8
6955, 7490, 1430, 6
6958, 7490, 258, 1
6958, 7490, 91, 5
6971, 9023, 477, 6
7011, 9023, 1026, 8
7035, 19748, 521, 2
7076, 19748, 1398, 7
7119, 19748, 1555, 9
7161, 19748, 1507, 6
7191, 19748, 1026, 4
7196, 19748, 1210, 5
7238, 19748, 195, 7
7262, 21584, 1430, 3
7307, 21584, 1187, 1
7347, 21584, 385, 1
7362, 3783, 1516, 7
7375, 3783, 1026, 6
7394, 3783, 1359, 6
7416, 3783, 1315, 0
7417, 3783, 498, 6
7432, 18803, 1430, 4
7481, 18803, 1616, 8
7530, 18803, 831, 9
7553, 18803, 428, 9
7565, 18803, 946, 7
7571, 18803, 946, 0
7576, 5427, 1555, 9
7597, 5427, 1055, 8
7599, 5427, 91, 9
7602, 5427, 1147, 1
7609, 5427, 124, 3
7637, 20443, 1474, 5
7639, 8199, 258, 6
7661, 23099, 223, 9
7663, 23099, 223, 8
7710, 23099, 925, 0
7726, 23099, 91, 6
7745, 13098, 195, 8
7769, 13098, 666, 2
7778, 13098, 1187, 9
7795, 9907, 910, 8
7837, 9907, 1377, 4
7846, 5385, 1315, 3
7848, 5385, 223, 9
7866, 5385, 1187, 0
7915, 5385, 457, 0
7919, 5385, 91, 3
7958, 5385, 1266, 6
8001, 5385, 477, 1
8021, 1270, 1507, 8
8046, 22212, 289, 7
8051, 5580, 521, 3
8087, 5580, 457, 4
8112, 5580, 343, 1
8117, 5580, 910, 9
8137, 5580, 1315, 6
8171, 5580, 1555, 4
8172, 10131, 408, 2
8202, 10131, 142, 1
8228, 10131, 617, 1
8264, 3011, 91, 8
8297, 3011, 650, 9
8309, 3011, 710, 4
8316, 3011, 1430, 8
8362, 3011, 786, 9
8401, 3011, 710, 9
8423, 24380, 786, 9
8452, 24380, 1315, 9
8475, 24380, 498, 4
8494, 18480, 1210, 4
8503, 18480, 597, 5
8512, 18480, 710, 2
8516, 18480, 428, 4
8564, 18480, 91, 6
8570, 18478, 1567, 4
8612, 18478, 1377, 1
8661, 18478, 1147, 9
8663, 18478, 1377, 5
8712, 18478, 1567, 9
8730, 14565, 385, 1
8734, 14565, 142, 4
8742, 14565, 289, 1
8770, 10513, 910, 5
8813, 10513, 223, 4
8832, 10513, 556, 0
8832, 10513, 1147, 1
8840, 10513, 1562, 3
8866, 10513, 1647, 3
8914, 10513, 1068, 5
8928, 598, 457, 2
8973, 598, 1068, 9
9009, 598, 1233, 1
9056, 598, 597, 3
9082, 10646, 1616, 1
9100, 10646, 1516, 4
9122, 10646, 1430, 1
9138, 10055, 1266, 6
9142, 12241, 1187, 3
9177, 12241, 925, 8
9181, 12241, 217, 6
9196, 12241, 78, 0
9227, 12241, 1555, 3
9245, 12241, 498, 5
9276, 22346, 786, 5
9302, 22346, 353, 4
9324, 22346, 910, 4
9359, 22346, 1516, 3
9395, 17069, 1474, 6
9413, 17069, 1262, 9
9462, 275, 556, 1
9506, 275, 1187, 9
9519, 275, 1315, 0
9553, 275, 1262, 2
9585, 275, 457, 3
9611, 20001, 1636, 9
9653, 20001, 1647, 7
9656, 20001, 749, 1
9685, 15835, 217, 4
9687, 15835, 217, 5
9691, 189, 1647, 7
9722, 20382, 1068, 0
9736, 24503, 291, 7
9751, 24503, 1377, 6
9778, 23758, 1661, 0
9824, 5170, 1661, 5
9847, 5170, 291, 3
9857, 12759, 46, 3
9889, 12759, 353, 7
9905, 12759, 888, 7
9938, 12759, 650, 7
9957, 14069, 1359, 5
9987, 14069, 666, 6
10003, 14069, 170, 3
10028, 14069, 1315, 7
10076, 14069, 1636, 2
10080, 14069, 301, 3
10084, 14069, 1026, 0
10114, 38, 1474, 8
10114, 38, 289, 0
10128, 38, 477, 9
10142, 5959, 786, 0
10177, 14841, 428, 6
10220, 14841, 786, 2
10269, 327, 1147, 6
10272, 2279, 1430, 9
10308, 2279, 1187, 4
10316, 2279, 1430, 3
10340, 2279, 946, 4
10364, 2279, 888, 7
10390, 22810, 786, 7
10404, 22810, 1233, 8
10428, 22960, 666, 5
10460, 16748, 1108, 8
10507, 16748, 428, 8
10536, 16748, 635, 8
10537, 12799, 170, 8
10568, 12799, 710, 5
10606, 12799, 457, 6
10619, 4274, 457, 3
10637, 4274, 749, 1
10675, 4274, 428, 3
10687, 6619, 289, 6
10688, 6619, 1616, 8
10699, 6619, 1507, 3
10719, 6619, 124, 5
10756, 6619, 457, 9
10782, 21879, 992, 9
10828, 21879, 1108, 1
10854, 21879, 1233, 3
10864, 21879, 831, 8
10892, 21879, 1647, 2
10904, 21879, 635, 6
10942, 20888, 1210, 6
10978, 17404, 1621, 9
11001, 17404, 343, 3
11011, 17404, 946, 6
11017, 7361, 289, 5
11021, 7361, 307, 8
11051, 7361, 1055, 0
11074, 7361, 124, 8
11122, 10852, 556, 8
11159, 10852, 289, 3
11204, 10852, 786, 6
11231, 18943, 666, 2
11244, 18943, 1315, 2
11272, 18943, 910, 9
11287, 18943, 428, 7
11334, 18943, 666, 8
11376, 6711, 1055, 8
11413, 6711, 1055, 3
11453, 6711, 1516, 1
11476, 6711, 289, 9
11494, 19803, 888, 2
11519, 19803, 301, 9
11521, 19803, 91, 5
11521, 11919, 1187, 3
11562, 11919, 498, 0
11580, 11919, 749, 6
11600, 11919, 1266, 9
11637, 24740, 1055, 4
11677, 24740, 1055, 9
11679, 24740, 408, 4
11683, 24740, 1516, 0
11684, 15094, 343, 4
11686, 15094, 1377, 8
11735, 15094, 597, 1
11735, 15094, 925, 3
11760, 15094, 1108, 2
11763, 21243, 289, 2
11793, 21243, 408, 6
11804, 21243, 946, 7
11815, 23466, 1621, 2
11861, 23466, 666, 9
11875, 23466, 457, 5
11884, 23466, 786, 4
11920, 6787, 1377, 2
11955, 13383, 749, 7
11970, 13383, 1068, 3
11978, 13383, 1315, 3
12020, 18713, 1262, 0
12048, 18713, 1636, 9
12079, 18713, 385, 0
12107, 18713, 223, 1
12113, 18713, 831, 7
12149, 1382, 244, 0
12161, 1382, 142, 5
12163, 1382, 1474, 3
12212, 24702, 1068, 7
12246, 24702, 1430, 7
12281, 24702, 1507, 5
12294, 24702, 124, 4
12323, 24702, 1233, 5
12332, 443, 1516, 5
12381, 22036, 666, 6
12427, 22036, 291, 0
12436, 22036, 1359, 6
12465, 22036, 457, 0
12481, 22063, 1026, 7
12504, 22063, 925, 9
12507, 22063, 46, 9
12538, 22063, 666, 2
12570, 22063, 1068, 0
12608, 23492, 91, 4
12644, 23492, 1398, 9
12692, 23492, 1026, 5
12702, 23492, 925, 3
12738, 23492, 946, 7
12738, 23492, 1616, 8
12771, 23846, 428, 2
12788, 18234, 1266, 5
12790, 18234, 428, 0
12834, 18234, 170, 5
12859, 19835, 1210, 3
12893, 19835, 848, 6
12914, 19835, 1567, 2
12956, 19835, 477, 1
12983, 19835, 749, 9
13014, 17368, 301, 8
13063, 17368, 1616, 9
13112, 17368, 635, 7
13122, 18740, 521, 5
13165, 18740, 1068, 0
13178, 18740, 244, 2
13194, 18740, 1055, 9
13233, 6667, 385, 0
13242, 6667, 888, 5
13268, 6667, 749, 7
13270, 6667, 1026, 1
13319, 15870, 1315, 7
13339, 15870, 1108, 5
13364, 360, 195, 5
13374, 360, 1210, 9
13407, 360, 992, 9
13425, 360, 124, 2
13427, 360, 1108, 1
13462, 22404, 1210, 3
13503, 6097, 223, 1
13510, 6097, 1661, 0
13535, 6097, 78, 5
13562, 6097, 946, 7
13608, 6097, 910, 0
13649, 6097, 1507, 6
13674, 6097, 195, 1
13723, 5283, 291, 9
13757, 5283, 124, 7
13772, 5283, 1147, 9
13779, 5283, 385, 5
13805, 5283, 1507, 0
13844, 5283, 1266, 9
13869, 24011, 1026, 6
13870, 24011, 1647, 9
13906, 24011, 498, 2
13929, 11400, 217, 1
13948, 12943, 1233, 3
13960, 12943, 650, 0
14006, 6593, 91, 1
14040, 6593, 217, 1
14064, 6593, 1210, 3
14069, 2020, 498, 5
14070, 2020, 650, 5
14075, 2020, 258, 9
14115, 2020, 1147, 8
14142, 13679, 289, 9
14154, 13679, 1430, 0
14193, 13679, 195, 9
14206, 13679, 1315, 8
14242, 13679, 1398, 7
14257, 13679, 556, 1
14275, 1177, 457, 9
14300, 1177, 1621, 4
14347, 1177, 1474, 8
14377, 1177, 477, 0
14393, 1177, 223, 0
14429, 1177, 91, 7
14452, 1177, 301, 1
14483, 11, 1647, 7
14517, 11, 428, 4
14517, 11, 217, 4
14531, 11, 1068, 3
14546, 11, 457, 5
14560, 11, 1555, 2
14561, 17447, 749, 3
14594, 17447, 1262, 7
14602, 10858, 617, 6
14639, 10858, 301, 6
14680, 12092, 244, 7
14713, 12092, 992, 0
14759, 12092, 1621, 2
14803, 12092, 831, 7
14803, 20396, 848, 2
14804, 20396, 1616, 5
14827, 5100, 223, 4
14847, 5100, 556, 9
14853, 5100, 46, 3
14859, 5100, 1567, 5
14893, 16717, 408, 1
14904, 16717, 1647, 5
14941, 16717, 1233, 9
14985, 16717, 1068, 4
15007, 16717, 289, 0
15051, 16717, 650, 2
15096, 9806, 521, 1
15134, 9806, 1210, 2
15148, 9806, 1398, 8
15192, 9806, 1026, 4
15214, 9806, 343, 8
15215, 10834, 457, 4
15220, 10834, 786, 1
15254, 10834, 1315, 2
15258, 10834, 1567, 7
15265, 10834, 1315, 3
15311, 10834, 1621, 8
15354, 15951, 1636, 7
15363, 15951, 353, 6
15397, 15951, 258, 0
15409, 15951, 1474, 8
15438, 15951, 666, 1
15485, 15951, 831, 4
15520, 7614, 477, 7
15548, 7614, 289, 2
15553, 7614, 1647, 9
15596, 7614, 217, 4
15600, 7614, 992, 4
15621, 7614, 498, 2
15661, 11687, 666, 8
15706, 11687, 1616, 6
15711, 827, 343, 9
15744, 827, 1555, 2
15769, 827, 1647, 8
15795, 19042, 1647, 2
15825, 19042, 195, 4
15846, 19042, 353, 9
15886, 19042, 831, 2
15921, 19042, 477, 5
15922, 19042, 1474, 6
15929, 19354, 142, 6
15952, 19354, 46, 8
15981, 19354, 1636, 6
16030, 8545, 195, 9
16067, 8545, 78, 3
16076, 8545, 170, 1
16115, 8545, 124, 4
16156, 8545, 946, 6
16189, 8545, 666, 4
16193, 23581, 1426, 1
16210, 23581, 498, 7
16226, 23581, 556, 6
16260, 6184, 1636, 2
16261, 6184, 291, 1
16296, 10782, 1108, 4
16326, 10782, 635, 9
16338, 10782, 786, 7
16380, 10782, 925, 6
16393, 10782, 1068, 1
16427, 18508, 635, 8
16440, 18508, 831, 0
16488, 18508, 195, 5
16510, 18508, 1398, 3
16514, 18508, 925, 3
16556, 18508, 521, 8
16567, 8016, 1233, 1
16574, 8016, 848, 7
16613, 8016, 78, 4
16614, 8016, 1147, 3
16631, 8016, 1055, 7
16644, 17853, 1210, 5
16673, 17853, 1474, 0
16715, 17853, 1621, 4
16732, 17853, 925, 9
16770, 17853, 1315, 6
16784, 17853, 385, 7
16786, 5686, 353, 8
16798, 1988, 1266, 3
16841, 15100, 1108, 6
16889, 15100, 1474, 0
16894, 15100, 91, 7
16910, 15100, 195, 1
16937, 15100, 848, 4
16979, 15100, 1108, 2
17014, 15100, 1315, 3
17015, 3086, 1026, 0
17029, 3086, 556, 0
17070, 3086, 457, 4
17115, 3086, 556, 1
17152, 2931, 301, 2
17181, 2931, 1187, 1
17209, 2931, 258, 3
17210, 2931, 1616, 0
17210, 2931, 353, 0
17211, 17279, 477, 0
17224, 17279, 258, 4
17251, 17279, 457, 7
17297, 17279, 91, 2
17338, 17279, 1262, 0
17382, 17279, 925, 1
17418, 17279, 888, 0
17448, 13297, 289, 0
17473, 13297, 170, 9
17505, 13297, 1266, 0
17544, 13297, 498, 1
17565, 13297, 1426, 3
17607, 14338, 946, 7
17627, 17172, 498, 4
17650, 21502, 1661, 6
17690, 21502, 786, 5
17703, 14217, 925, 4
17725, 5703, 1233, 6
17741, 5703, 1266, 4
17769, 15193, 91, 8
17783, 15193, 1661, 9
17792, 15193, 1210, 9
17796, 15193, 258, 4
17813, 15193, 498, 2
17834, 15193, 521, 3
17871, 22253, 617, 5
17905, 22253, 1567, 8
17914, 22253, 1426, 2
17934, 22253, 343, 5
17983, 22253, 1426, 8
18032, 22253, 1377, 1
18067, 22253, 946, 9
18078, 10215, 1262, 8
18119, 10215, 91, 8
18152, 10215, 556, 2
18163, 10215, 1026, 8
18192, 10215, 1430, 1
18218, 10215, 925, 2
18254, 8726, 1377, 7
18254, 8726, 258, 3
18285, 8726, 477, 9
18317, 4542, 925, 2
18318, 4542, 457, 6
18343, 4542, 217, 3
18343, 4542, 1398, 6
18387, 16925, 1647, 2
18435, 16925, 848, 3
18447, 16925, 142, 7
18477, 16925, 498, 8
18490, 16925, 749, 4
18521, 16925, 521, 8
18564, 23416, 1507, 0
18606, 23416, 170, 1
18653, 23416, 385, 5
18658, 23416, 1636, 4
18685, 23416, 1068, 6
18708, 20174, 786, 8
18733, 20174, 1398, 9
18772, 20174, 1187, 0
18801, 20174, 223, 8
18801, 19533, 1661, 6
18833, 14164, 1055, 8
18848, 14164, 1233, 9
18858, 14164, 1055, 2
18894, 14164, 635, 5
18943, 14164, 946, 2
18975, 21368, 1516, 4
19005, 21368, 1233, 7
19010, 15925, 1426, 6
19028, 15925, 258, 7
19050, 6742, 1474, 5
19052, 6742, 78, 7
19091, 6742, 1616, 9
19117, 6742, 301, 6
19166, 6742, 457, 1
19200, 18271, 666, 1
19210, 18271, 1262, 3
19241, 18271, 617, 7
19282, 18271, 477, 4
19327, 18271, 307, 7
19347, 18271, 1315, 4
19360, 18271, 46, 8
19361, 75, 1315, 6
19371, 75, 1377, 4
19412, 75, 428, 9
19430, 6942, 1315, 2
19462, 1764, 1233, 7
19479, 17737, 457, 5
19515, 17737, 457, 0
19555, 8867, 888, 7
19583, 8867, 1377, 4
19590, 8867, 142, 8
19635, 8867, 170, 1
19664, 8867, 307, 8
19702, 8867, 1621, 4
19706, 8867, 124, 3
19711, 6923, 710, 0
19739, 6923, 1516, 7
19768, 6923, 217, 9
19779, 6923, 925, 9
19783, 6257, 1562, 6
19817, 6257, 217, 4
19848, 6257, 1055, 2
19872, 1500, 289, 9
19879, 1500, 635, 7
19903, 1500, 556, 8
19952, 1500, 749, 9
19975, 1500, 556, 9
20017, 1500, 217, 3
20024, 21927, 223, 4
20060, 21927, 195, 4
20081, 21927, 992, 5
20084, 21927, 1567, 2
20086, 21927, 1315, 8
20091, 21927, 650, 9
20095, 915, 1647, 0
20122, 915, 46, 5
20168, 915, 1661, 0
20198, 915, 597, 7
20231, 915, 946, 5
20276, 915, 1210, 4
20288, 23659, 1621, 1
20332, 23659, 477, 6
20333, 23659, 1315, 1
20371, 23659, 556, 9
20387, 4878, 1398, 9
20395, 4878, 1210, 1
20437, 4878, 1516, 8
20441, 4878, 786, 8
20479, 4878, 1636, 9
20516, 4878, 1507, 5
20554, 21268, 170, 8
20578, 21268, 650, 2
20613, 21268, 597, 1
20630, 21268, 910, 1
20666, 22569, 597, 0
20706, 22569, 291, 4
20734, 22569, 1474, 0
20750, 22569, 195, 3
20787, 22569, 289, 2
20805, 10097, 1430, 2
20809, 5471, 710, 3
20830, 5471, 1026, 9
20838, 5471, 1430, 2
20862, 15146, 353, 9
20880, 6213, 946, 9
20912, 6213, 831, 2
20950, 6213, 597, 6
20971, 6213, 888, 1
21007, 6213, 457, 6
21026, 6213, 1187, 1
21042, 22044, 223, 0
21047, 22044, 1516, 3
21081, 22044, 428, 6
21120, 22044, 477, 3
21134, 22044, 1187, 8
21169, 9012, 1426, 5
21202, 9012, 597, 4
21225, 9012, 301, 2
21269, 9012, 289, 0
21297, 9012, 1315, 8
21317, 9012, 244, 2
21346, 16060, 291, 4
21368, 16060, 1055, 2
21410, 16060, 408, 6
21413, 16060, 666, 9
21462, 16060, 289, 4
21486, 16060, 457, 2
21496, 10408, 477, 8
21523, 10408, 1233, 7
21524, 14888, 1377, 2
21539, 14888, 925, 6
21557, 14888, 710, 8
21585, 14888, 142, 7
21618, 9561, 385, 1
21664, 15229, 291, 5
21697, 15229, 521, 4
21727, 15229, 457, 5
21736, 15229, 1233, 7
21742, 15229, 244, 2
21790, 15229, 1026, 2
21808, 15229, 498, 5
21813, 17915, 385, 1
21825, 17693, 1516, 6
21863, 17693, 666, 3
21875, 17693, 556, 2
21882, 17693, 142, 8
21923, 17693, 992, 0
21931, 20472, 650, 3
21933, 20472, 1616, 4
21954, 20472, 910, 6
21960, 20472, 1266, 4
21978, 20472, 556, 1
22007, 20472, 1621, 3
22021, 11633, 1426, 0
22026, 11633, 457, 5
22065, 11633, 142, 2
22109, 11633, 385, 6
22125, 11633, 385, 5
22139, 11633, 1555, 7
22187, 4473, 910, 0
22212, 15640, 1210, 9
22240, 15640, 498, 3
22267, 15640, 1377, 5
22308, 23079, 992, 0
22353, 20144, 258, 0
22392, 20144, 910, 0
22394, 20144, 1377, 2
22405, 5716, 992, 4
22427, 5716, 170, 0
22447, 5716, 289, 3
22479, 5716, 521, 7
22485, 15293, 1262, 1
22520, 15293, 1377, 5
22566, 17668, 244, 9
22581, 17668, 1266, 5
22624, 17668, 385, 5
22638, 17668, 910, 0
22684, 23129, 1661, 1
22720, 23129, 521, 8
22742, 12413, 408, 0
22767, 12413, 1315, 4
22793, 12413, 1210, 0
22833, 386, 307, 5
22879, 386, 258, 9
22922, 386, 1315, 7
22928, 8796, 195, 3
22936, 8796, 1555, 8
22941, 8796, 428, 6
22960, 8796, 1315, 7
22982, 11458, 650, 3
22986, 11458, 142, 1
23008, 11458, 749, 7
23029, 11458, 46, 7
23040, 11458, 301, 6
23079, 2242, 1647, 0
23118, 2242, 1315, 3
23162, 2242, 289, 9
23210, 2242, 1377, 1
23240, 22201, 223, 4
23273, 22201, 666, 5
23273, 22201, 457, 0
23314, 22201, 992, 2
23344, 22201, 1068, 8
23386, 22201, 848, 9
23426, 22201, 1636, 1
23459, 7630, 848, 3
23470, 7630, 925, 9
23495, 1918, 1233, 7
23497, 1918, 556, 9
23530, 16197, 307, 4
23562, 16197, 343, 1
23604, 16197, 1567, 9
23640, 16197, 1567, 9
23661, 16197, 457, 8
23680, 16197, 992, 6
23729, 16197, 1507, 3
23729, 7044, 556, 1
23747, 5138, 244, 2
23776, 5138, 91, 2
23820, 5138, 521, 1
23843, 5138, 1426, 8
23877, 5138, 1359, 0
23907, 5138, 457, 4
23949, 5138, 1398, 9
23971, 2328, 46, 8
24016, 2328, 556, 5
24020, 2328, 1359, 2
24046, 2328, 650, 0
24068, 2328, 1398, 6
24098, 18354, 343, 9
24113, 18354, 385, 2
24148, 18354, 1315, 2
24184, 18354, 749, 2
24226, 6446, 1068, 7
24235, 6446, 477, 0
24268, 6446, 301, 9
24268, 6446, 710, 6
24300, 6446, 457, 9
24324, 6446, 1068, 1
24347, 6446, 1210, 7
24385, 17503, 1315, 0
24410, 17503, 195, 7
24423, 17503, 1147, 3
24460, 17503, 291, 9
24500, 17503, 666, 8
24510, 17503, 217, 2
24551, 17503, 244, 3
24585, 19208, 343, 4
24615, 19208, 289, 6
24659, 19208, 1621, 4
24705, 19208, 848, 9
24721, 19208, 666, 1
24758, 20443, 1430, 5
24786, 3207, 1516, 1
24824, 16303, 710, 8
24853, 13960, 428, 2
24873, 13960, 925, 9
24901, 13960, 1315, 5
24925, 13960, 1315, 1
24931, 2218, 666, 1
24957, 2218, 1661, 4
24965, 2218, 142, 6
24971, 2218, 307, 7
25006, 2218, 353, 1
25049, 2690, 91, 5
25081, 2690, 477, 1
25127, 2690, 1108, 8
25129, 2690, 635, 0
25158, 10360, 291, 8
25159, 10360, 1026, 2
25172, 10360, 992, 8
25199, 10360, 353, 4
25201, 24565, 46, 8
25244, 24565, 786, 2
25271, 24565, 1315, 5
25272, 24565, 78, 4
25297, 24565, 749, 9
25331, 24565, 1661, 3
25376, 17794, 1108, 9
25382, 17794, 498, 0
25409, 18079, 1359, 6
25424, 18079, 1562, 0
25439, 18079, 1315, 0
25473, 18079, 666, 9
25473, 18079, 1621, 9
25503, 18079, 1147, 0
25505, 18079, 408, 3
25519, 12076, 1647, 0
25521, 12076, 946, 9
25570, 12076, 1210, 3
25605, 8085, 1430, 9
25653, 8085, 635, 3
25693, 8085, 258, 3
25727, 8085, 91, 3
25776, 8085, 1398, 1
25818, 8085, 1359, 7
25833, 8085, 1026, 2
25865, 1338, 1426, 2
25903, 1338, 617, 9
